Si2
Seed,42
RBF
14.486006736755371,6.315794944763184,-9.731687545776367,-9.731687545776367,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.850393295288086,-9.89303207397461,-9.89303207397461,-9.89303207397461,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.206071853637695,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582,-10.69877815246582
Seed,43
RBF
-4.479510307312012,-4.479510307312012,-4.479510307312012,-4.479510307312012,-7.035876274108887,-7.035876274108887,-7.789583206176758,-7.789583206176758,-7.789583206176758,-7.789583206176758,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-9.96115493774414,-10.132179260253906,-10.132179260253906,-10.132179260253906,-10.132179260253906,-10.132179260253906,-10.132179260253906,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258,-10.440828323364258
Seed,44
RBF
-9.071125030517578,-9.071125030517578,-9.071125030517578,-9.071125030517578,-9.071125030517578,-9.071125030517578,-10.314935684204102,-10.314935684204102,-10.314935684204102,-10.314935684204102,-10.314935684204102,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.339601516723633,-10.396401405334473,-10.396401405334473,-10.396401405334473,-10.396401405334473,-10.399455070495605,-10.423164367675781,-10.495491027832031,-11.369379997253418,-11.369379997253418,-11.555336952209473,-11.555336952209473,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398,-11.754766464233398
Seed,45
RBF
-7.20088005065918,-7.20088005065918,-7.20088005065918,-7.20088005065918,-7.854994297027588,-7.854994297027588,-7.854994297027588,-7.854994297027588,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.321653366088867,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.562739372253418,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-10.750934600830078,-11.152188301086426,-11.152188301086426,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.236328125,-11.426204681396484,-11.426204681396484,-11.426204681396484,-11.426204681396484,-11.426204681396484,-11.426204681396484,-11.426204681396484
Seed,46
RBF
35.390987396240234,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-9.808828353881836,-10.244128227233887,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-10.461455345153809,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086,-11.34524154663086
Seed,47
RBF
4.863751411437988,-4.682208061218262,-4.955094337463379,-8.130932807922363,-8.130932807922363,-8.130932807922363,-8.130932807922363,-8.130932807922363,-8.130932807922363,-8.130932807922363,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-9.676849365234375,-10.226646423339844,-10.336841583251953,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.409073829650879,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.415416717529297,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172,-10.965923309326172
Seed,48
RBF
