Si2
UCB
-7.20088005065918,-7.790600299835205,-7.790600299835205,-7.790600299835205,-7.797059535980225,-7.930335998535156,-7.930335998535156,-7.930335998535156,-7.930335998535156,-8.741288185119629,-10.027853012084961,-10.027853012084961,-10.027853012084961,-10.027853012084961,-10.027853012084961,-10.027853012084961,-10.027853012084961,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045,-10.44031047821045
Seed,46
UCB
35.390987396240234,11.960640907287598,11.960640907287598,-7.377476215362549,-9.255691528320312,-9.255691528320312,-10.153072357177734,-10.153072357177734,-10.153072357177734,-10.153072357177734,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.273856163024902,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355,-10.656474113464355
Seed,47
UCB
4.863751411437988,-5.814940452575684,-5.814940452575684,-6.696357250213623,-6.696357250213623,-8.259190559387207,-8.259190559387207,-8.259190559387207,-8.259190559387207,-8.259190559387207,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.677022933959961,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621,-10.781233787536621
Seed,48
UCB
-6.456639289855957,-6.456639289855957,-9.748329162597656,-9.748329162597656,-9.748329162597656,-9.748329162597656,-9.748329162597656,-9.748329162597656,-9.748329162597656,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-9.91308879852295,-10.226245880126953,-10.424921989440918,-10.424921989440918,-10.435894012451172,-10.436495780944824,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.440839767456055,-10.441133499145508,-10.441133499145508,-10.441133499145508,-10.450105667114258,-10.450105667114258,-10.450105667114258,-10.450105667114258,-10.450105667114258,-10.450105667114258,-10.450338363647461,-10.450338363647461,-10.450338363647461,-10.450338363647461,-10.450338363647461,-10.450338363647461,-10.450338363647461,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.452398300170898,-10.453190803527832,-10.453190803527832,-10.453190803527832,-10.453190803527832,-10.453190803527832,-10.457174301147461,-10.457174301147461,-10.457174301147461,-10.457174301147461,-10.457174301147461,-10.457174301147461,-10.457174301147461,-10.457174301147461
Seed,49
UCB
-8.159124374389648,-8.159124374389648,-8.159124374389648,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.027772903442383,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223,-10.411232948303223
Seed,50
UCB
-9.462163925170898,-9.462163925170898,-9.786537170410156,-10.20762825012207,-10.20762825012207,-10.20762825012207,-10.20762825012207,-10.20762825012207,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844,-10.662925720214844
Seed,51
UCB
12.608920097351074,-0.7086553573608398,-0.7086553573608398,-2.3150854110717773,-7.814213752746582,-9.094654083251953,-9.094654083251953,-9.094654083251953,-9.094654083251953,-10.302982330322266,-10.309988021850586,-10.323928833007812,-10.323928833007812,-10.409360885620117,-10.418729782104492,-10.418729782104492,-10.422477722167969,-10.422477722167969,-10.422477722167969,-10.422477722167969,-10.438159942626953,-10.438159942626953,-10.442930221557617,-10.442930221557617,-10.442930221557617,-10.442930221557617,-10.443548202514648,-10.443548202514648,-10.443548202514648,-10.443548202514648,-10.444029808044434,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.44430160522461,-10.444563865661621,-10.444563865661621,-10.445554733276367,-10.445554733276367,-10.445784568786621,-10.445784568786621,-10.446096420288086,-10.446096420288086,-10.446296691894531,-10.446296691894531,-10.446296691894531,-10.446510314941406,-10.446510314941406,-10.446510314941406,-10.447280883789062,-10.447280883789062,-10.447367668151855,-10.4473876953125,-10.4473876953125,-10.4473876953125,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44859790802002,-10.44942569732666,-10.44942569732666,-10.44942569732666,-10.44962215423584,-10.44962215423584,-10.44962215423584,-10.44990062713623,-10.44990062713623,-10.44990062713623,-10.44990062713623,-10.44990062713623,-10.44990062713623,-10.44990062713623,-10.450507164001465,-10.450767517089844,-10.450767517089844,-10.451543807983398,-10.451543807983398,-10.451543807983398,-10.4519624710083,-10.4519624710083,-10.452547073364258,-10.452547073364258,-10.452547073364258,-10.453181266784668,-10.453181266784668,-10.453181266784668,-10.454109191894531,-10.454109191894531,-10.454607009887695

TiO2
Seed,42
UCB
37.22361755371094,37.22361755371094,37.22361755371094,37.22361755371094,37.22361755371094,-35.813079833984375,-35.813079833984375,-35.813079833984375,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-36.95140075683594,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219,-38.69706726074219
Seed,43
UCB
-9.90085220336914,-9.90085220336914,-9.90085220336914,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031,-35.49885559082031
Seed,44
UCB
4293.6572265625,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-30.04582405090332,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484,-42.873714447021484
Seed,45
UCB
904.9649658203125,591.3585205078125,-15.117862701416016,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-26.26527976989746,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-34.682472229003906,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305,-44.18146896362305
Seed,46
UCB
-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-34.830780029296875,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-36.23925018310547,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445,-37.33940505981445
Seed,47
UCB
