SI2
BO
-7.20088005065918,-7.20088005065918,-7.271012783050537,-8.791448593139648,-8.791448593139648,-8.791448593139648,-8.791448593139648,-8.791448593139648,-8.791448593139648,-8.791448593139648,-8.791448593139648,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.079353332519531,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.426512718200684,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.580000877380371,-10.948386192321777,-10.948386192321777,-10.948386192321777
Seed,46
BO
35.390987396240234,-0.7694149017333984,-0.7694149017333984,-8.911949157714844,-8.911949157714844,-9.164531707763672,-9.164531707763672,-9.164531707763672,-9.164531707763672,-9.164531707763672,-9.164531707763672,-9.164531707763672,-9.164531707763672,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.26271915435791,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-10.793575286865234,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492,-11.543241500854492
Seed,47
BO
4.863751411437988,-8.230108261108398,-8.230108261108398,-8.230108261108398,-8.784672737121582,-8.784672737121582,-9.396909713745117,-9.396909713745117,-9.429768562316895,-9.429768562316895,-9.429768562316895,-10.273101806640625,-10.273101806640625,-10.273101806640625,-10.273101806640625,-10.314510345458984,-10.314510345458984,-10.314510345458984,-10.574880599975586,-10.574880599975586,-10.574880599975586,-10.574880599975586,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.802706718444824,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-10.972590446472168,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723,-11.237282752990723
Seed,48
BO
-6.456639289855957,-9.036567687988281,-9.036567687988281,-9.683313369750977,-10.012022018432617,-10.012022018432617,-10.292217254638672,-10.292217254638672,-10.292217254638672,-10.292217254638672,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.438316345214844,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-10.69093132019043,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.467039108276367,-11.73376178741455,-11.73376178741455,-11.73376178741455
Seed,49
BO
-8.159124374389648,-8.159124374389648,-8.159124374389648,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133,-10.834352493286133
Seed,50
BO
-9.462163925170898,-9.462163925170898,-9.853839874267578,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.339303016662598,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.419001579284668,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723,-10.470192909240723
Seed,51
BO
12.608920097351074,12.608920097351074,6.005236625671387,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.704683303833008,-9.711029052734375,-9.711029052734375,-9.711029052734375,-9.711029052734375,-10.070747375488281,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.191410064697266,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.415461540222168,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438,-10.874862670898438

TIO2
Seed 42
BO
37.22361755371094,37.22361755371094,-11.014888763427734,-23.338428497314453,-23.338428497314453,-26.766761779785156,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-35.52216339111328,-39.77067565917969,-39.77067565917969,-39.77067565917969
Seed 43
BO
-9.90085220336914,-9.90085220336914,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-21.099403381347656,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844,-38.006431579589844
Seed 44
BO
4293.6572265625,60.24272155761719,60.24272155761719,60.24272155761719,60.24272155761719,12.332111358642578,12.332111358642578,-18.601783752441406,-18.601783752441406,-18.601783752441406,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-35.51604461669922,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414,-39.55588150024414
Seed,45
BO
904.9649658203125,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-27.874765396118164,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516,-35.680240631103516
Seed,46
BO
-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-33.02642822265625,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453,-43.35742950439453
Seed,47
BO
